Year,Month,Day,Country,Region,city,latitude,longitude,AttackType,Killed,Wounded,Target,Group,Target_type,Weapon_type,casualities
2017,11,11,Yemen,Middle East & North Africa,Mahfad district,14.002145,46.722083000000005,Bombing/Explosion,1.0,,Convoy,Unknown,Terrorists/Non-State Militia,Explosives,
2017,11,11,Yemen,Middle East & North Africa,Lawdar,13.887402999999999,45.863647,Bombing/Explosion,0.0,0.0,Unknown,Unknown,Unknown,Explosives,0.0
2017,11,11,Yemen,Middle East & North Africa,Al-Habj,14.242465,45.435457,Unknown,9.0,0.0,Post,Houthi extremists (Ansar Allah),Military,Unknown,9.0
2017,11,11,Yemen,Middle East & North Africa,Al-Jurdi,14.029532000000001,45.392178,Unknown,9.0,0.0,Post,Houthi extremists (Ansar Allah),Military,Unknown,9.0
2017,11,11,Yemen,Middle East & North Africa,Az Zahir district,13.980885999999998,45.422295,Unknown,9.0,0.0,Post,Houthi extremists (Ansar Allah),Military,Unknown,9.0
2017,11,11,Nepal,South Asia,Bhittabang,28.403789,82.472576,Assassination,0.0,0.0,Vehicle of Candidate: Barsha Man Pun,Communist Party of Nepal - Maoist (CPN-Maoist-Chand),Violent Political Party,Explosives,0.0
2017,11,11,Afghanistan,South Asia,Faizabad,37.10783,70.56755799999999,Assassination,1.0,0.0,Mayor: General Nazir Niazi,Unknown,Government (General),Explosives,1.0
2017,11,11,Mali,Sub-Saharan Africa,Sanamandougou,13.838806,-5.931793,Hostage Taking (Kidnapping),0.0,0.0,Potato Cultivators,Muslim extremists,Private Citizens & Property,Firearms,0.0
2017,11,13,Mali,Sub-Saharan Africa,Ansongo,15.596024,0.534721,Armed Assault,1.0,0.0,Checkpoint,Unknown,Military,Firearms,1.0
2017,11,11,Pakistan,South Asia,Rawalpindi,33.594013000000004,73.06907700000001,Armed Assault,3.0,0.0,Employees,Khorasan Chapter of the Islamic State,Business,Firearms,3.0
2017,11,11,Afghanistan,South Asia,Soraki,33.298278,68.88723,Unknown,3.0,,Convoy,Taliban,Military,Unknown,
2017,11,11,Afghanistan,South Asia,Shorshrak,31.409409000000004,64.32477800000001,Bombing/Explosion,4.0,5.0,Camp,Taliban,Military,Explosives,9.0
2017,11,11,Egypt,Middle East & North Africa,Sheikh Zuweid,31.212225,34.117065000000004,Bombing/Explosion,0.0,0.0,Unknown,Unknown,Unknown,Explosives,0.0
2017,11,11,Sudan,Sub-Saharan Africa,Teo,13.42653,24.362287,Unarmed Assault,0.0,,Internally Displaced Persons (IDPs),Unknown,Private Citizens & Property,Melee,
2017,11,11,Iraq,Middle East & North Africa,Baiji district,35.108004,43.34216,Bombing/Explosion,0.0,0.0,Unknown,Unknown,Unknown,Explosives,0.0
2017,11,11,Iraq,Middle East & North Africa,Baiji district,35.108004,43.34216,Bombing/Explosion,0.0,0.0,Unknown,Unknown,Unknown,Explosives,0.0
2017,11,11,Iraq,Middle East & North Africa,Baiji district,35.108004,43.34216,Bombing/Explosion,0.0,0.0,Unknown,Unknown,Unknown,Explosives,0.0
2017,11,12,Iraq,Middle East & North Africa,Hamamiyat,33.5009,44.216648,Bombing/Explosion,1.0,5.0,Stores,Unknown,Business,Explosives,6.0
2017,11,12,Pakistan,South Asia,Khuzdar,27.809921000000003,66.620956,Bombing/Explosion,0.0,5.0,Cricket Stadium,Unknown,Business,Explosives,5.0
2017,11,12,Pakistan,South Asia,Quetta,30.200819,66.994354,Bombing/Explosion,0.0,0.0,Office,Unknown,Business,Explosives,0.0
2017,11,11,Libya,Middle East & North Africa,Unknown,30.891109000000004,16.560538,Hijacking,0.0,0.0,Vehicles,Tripoli Province of the Islamic State,Private Citizens & Property,Firearms,0.0
2017,11,12,Libya,Middle East & North Africa,Jarv,31.068958000000002,16.316759,Armed Assault,0.0,0.0,Area,Unknown,Private Citizens & Property,Firearms,0.0
2017,11,12,Iraq,Middle East & North Africa,Qayyarah,35.79813,43.294178,Bombing/Explosion,1.0,3.0,Soldiers,Unknown,Military,Explosives,4.0
2017,11,12,Indonesia,Southeast Asia,Dharmasraya district,-1.112057,101.61577700000001,Armed Assault,2.0,0.0,Dharmasraya Police Headquarters,Jamaah Ansharut Daulah,Police,Incendiary,2.0
2017,11,12,Afghanistan,South Asia,Tarin Kot,32.61797,65.872375,Bombing/Explosion,1.0,3.0,Officers,Unknown,Police,Explosives,4.0
2017,11,12,Philippines,Southeast Asia,Buyo,12.454722,123.77138899999999,Armed Assault,1.0,1.0,Patrol,New People's Army (NPA),Military,Explosives,2.0
2017,11,12,Somalia,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,Assassination,1.0,0.0,Election Delegate: Hassan Jaciir,Al-Shabaab,Government (General),Firearms,1.0
2017,11,12,Philippines,Southeast Asia,Bolo,10.92993,122.38786200000001,Armed Assault,0.0,0.0,Forces,Unknown,Police,Firearms,0.0
2017,11,12,Colombia,South America,La Parada,7.819853,-72.453906,Hostage Taking (Kidnapping),3.0,0.0,Suspected Informants,National Liberation Army of Colombia (ELN),Private Citizens & Property,Melee,3.0
2017,11,12,Pakistan,South Asia,Nurar,32.90382,70.53578900000001,Bombing/Explosion,0.0,4.0,Convoy,Tehrik-i-Taliban Pakistan (TTP),Military,Explosives,4.0
2017,11,12,Philippines,Southeast Asia,Rogongon,8.239274,124.45690800000001,Armed Assault,1.0,1.0,Soldiers: Edgar Andal; Raymart Pamplona,New People's Army (NPA),Military,Firearms,2.0
2017,11,12,Somalia,Sub-Saharan Africa,Luq,3.8082839999999996,42.547290999999994,Bombing/Explosion,0.0,0.0,Bases,Al-Shabaab,Military,Explosives,0.0
2017,11,12,United Kingdom,Western Europe,Omagh,54.597715,-7.30996,Bombing/Explosion,0.0,0.0,Unknown,Dissident Republicans,Unknown,Explosives,0.0
2017,11,11,Central African Republic,Sub-Saharan Africa,Bangui,4.37474,18.551292,Bombing/Explosion,4.0,20.0,Peace Concert,Muslim extremists,Business,Explosives,24.0
2017,11,12,Cameroon,Sub-Saharan Africa,Bamenda,5.955967,10.151583,Bombing/Explosion,0.0,0.0,Officers,Ambazonia Defense Forces (ADF),Police,Explosives,0.0
2017,11,12,India,South Asia,Margherita,27.291142999999998,95.669443,Facility/Infrastructure Attack,0.0,0.0,Huts of Migrants,United Liberation Front of Assam (ULFA),Private Citizens & Property,Incendiary,0.0
2017,11,12,Iraq,Middle East & North Africa,Mosul,36.354145,43.143570000000004,Bombing/Explosion,3.0,0.0,Civilians,Islamic State of Iraq and the Levant (ISIL),Private Citizens & Property,Explosives,3.0
2017,11,12,Nepal,South Asia,Iribang,28.496883,82.520922,Armed Assault,0.0,0.0,Vehicle of Election Team: Barsha Man Pun,Communist Party of Nepal - Maoist (CPN-Maoist-Chand),Violent Political Party,Firearms,0.0
2017,11,12,Pakistan,South Asia,Landi Kotal,34.110325,71.163803,Bombing/Explosion,0.0,0.0,Officials,Unknown,Government (General),Explosives,0.0
2017,11,12,United Kingdom,Western Europe,Haydock,53.467061,-2.6659610000000002,Facility/Infrastructure Attack,0.0,5.0,Residence of a Syrian Family,Unknown,Private Citizens & Property,Incendiary,5.0
2017,11,12,India,South Asia,Rongding Awe,25.418369000000002,90.749144,Hostage Taking (Kidnapping),0.0,0.0,Village Nokma: Jonisol M Sangma,Garo National Liberation Army,Government (General),Firearms,0.0
2017,11,12,Thailand,Southeast Asia,Khuan Banglang,6.159397,101.32261,Bombing/Explosion,0.0,4.0,Vehicle,Unknown,Military,Explosives,4.0
2017,11,12,India,South Asia,Rishra,22.724252,88.329036,Armed Assault,0.0,0.0,Checkpoint,Unknown,Police,Explosives,0.0
2017,11,12,Indonesia,Southeast Asia,Mimika district,-4.457827,137.122554,Armed Assault,0.0,0.0,Escort Vehicle,Free Papua Movement (OPM-Organisasi Papua Merdeka),Business,Firearms,0.0
2017,11,12,Nigeria,Sub-Saharan Africa,Maikadiri,10.760911,13.313566,Armed Assault,2.0,,Village,Boko Haram,Private Citizens & Property,Firearms,
2017,11,12,Nigeria,Sub-Saharan Africa,Sabon Gari,10.513085,7.425955,Hostage Taking (Kidnapping),1.0,0.0,Leader of Local Vigilante Group: Haruna Maikaji,Unknown,Terrorists/Non-State Militia,Firearms,1.0
2017,11,11,Somalia,Sub-Saharan Africa,Baidoa,3.185422,43.760748,Bombing/Explosion,2.0,8.0,Convoy,Al-Shabaab,Military,Explosives,10.0
2017,11,12,United Kingdom,Western Europe,Londonderry,55.011562,-7.3120449999999995,Armed Assault,0.0,1.0,Civilian,Dissident Republicans,Private Citizens & Property,Firearms,1.0
2017,11,12,Syria,Middle East & North Africa,Mayadin district,34.936233,40.586269,Bombing/Explosion,0.0,0.0,Unknown,Unknown,Unknown,Explosives,0.0
2017,11,13,Iraq,Middle East & North Africa,Baghdad,33.303566,44.371773,Bombing/Explosion,0.0,1.0,Vehicle of Employee,Unknown,Government (General),Explosives,1.0
2017,11,13,Iraq,Middle East & North Africa,Rawah,34.477619,41.920773,Bombing/Explosion,0.0,0.0,Unknown,Islamic State of Iraq and the Levant (ISIL),Unknown,Explosives,0.0
2017,11,13,Iraq,Middle East & North Africa,Rawah,34.477619,41.920773,Bombing/Explosion,0.0,0.0,Unknown,Islamic State of Iraq and the Levant (ISIL),Unknown,Explosives,0.0
2017,11,13,Pakistan,South Asia,Mamond,34.759768,71.490142,Armed Assault,12.0,4.0,Checkpost,Tehrik-i-Taliban Pakistan (TTP),Military,Firearms,16.0
2017,11,13,Colombia,South America,Viento Libre,1.825814,-78.54485,Assassination,1.0,0.0,Parish Leader: Luz Jenny Montano Arboleda,Unknown,Religious Figures/Institutions,Firearms,1.0
2017,11,13,Libya,Middle East & North Africa,Abu Hadi,31.05238,16.661960999999998,Armed Assault,0.0,0.0,Vehicles,Tripoli Province of the Islamic State,Private Citizens & Property,Firearms,0.0
2017,11,13,Afghanistan,South Asia,Kandahar district,31.594107,65.668954,Bombing/Explosion,1.0,4.0,United States Convoy,Taliban,Military,Explosives,5.0
2017,11,13,Afghanistan,South Asia,Farah,32.37001,62.12845600000001,Unknown,8.0,1.0,Checkpoint,Taliban,Police,Unknown,9.0
2017,11,13,Afghanistan,South Asia,Maruf district,31.380893,67.237117,Bombing/Explosion,4.0,0.0,District Council Building,Unknown,Government (General),Explosives,4.0
2017,11,13,Afghanistan,South Asia,Maywand district,31.499713,65.000854,Bombing/Explosion,34.0,25.0,Checkpoints,Taliban,Police,Explosives,59.0
2017,11,13,Afghanistan,South Asia,Zhari district,31.653942999999998,65.40503299999999,Unknown,33.0,25.0,Checkpoints,Taliban,Police,Unknown,58.0
2017,11,13,Afghanistan,South Asia,Shewan,32.629753,62.490807,Armed Assault,16.0,12.0,Checkpoint,Taliban,Military,Firearms,28.0
2017,11,13,Afghanistan,South Asia,Farah,32.398889000000004,62.040278,Armed Assault,15.0,12.0,Checkpoint,Taliban,Military,Firearms,27.0
2017,11,13,Afghanistan,South Asia,Bala Buluk,32.627778,62.531110999999996,Armed Assault,5.0,6.0,Base,Taliban,Military,Firearms,11.0
2017,11,13,Afghanistan,South Asia,Dwah Pola,31.404419,64.31628,Unknown,1.0,8.0,Outpost,Taliban,Police,Unknown,9.0
2017,11,13,Philippines,Southeast Asia,New Valencia,7.185989999999999,125.54937,Armed Assault,1.0,0.0,Officer: Welfredo Garol Jr,New People's Army (NPA),Police,Firearms,1.0
2017,11,13,Iraq,Middle East & North Africa,Al-Multaqa,35.382304,44.072132,Bombing/Explosion,0.0,0.0,Unknown,Unknown,Unknown,Explosives,0.0
2017,11,13,Philippines,Southeast Asia,Bad-as,9.637574,125.57125800000001,Hostage Taking (Kidnapping),0.0,0.0,Checkpoint,New People's Army (NPA),Police,Firearms,0.0
2017,11,13,Philippines,Southeast Asia,Trinidad,9.710856,125.50238300000001,Unknown,0.0,0.0,Patrol,New People's Army (NPA),Police,Unknown,0.0
2017,11,13,Philippines,Southeast Asia,Talalak,9.343975,122.923919,Hostage Taking (Kidnapping),1.0,0.0,Soldier: Gelino Vailoces,New People's Army (NPA),Military,Firearms,1.0
2017,11,13,Somalia,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,Bombing/Explosion,0.0,1.0,Base,Al-Shabaab,Military,Explosives,1.0
2017,11,13,India,South Asia,Mahamani,24.323812,94.003348,Bombing/Explosion,2.0,6.0,Patrol,People's Liberation Army (India),Military,Explosives,8.0
2017,11,13,United Kingdom,Western Europe,Londonderry,55.011562,-7.3120449999999995,Bombing/Explosion,0.0,0.0,Unknown,Ulster Freedom Fighters (UFF),Unknown,Explosives,0.0
2017,11,13,India,South Asia,Zacheldara,34.403304999999996,74.195886,Armed Assault,2.0,1.0,Joint Checkpoint,Lashkar-e-Taiba (LeT),Police,Explosives,3.0
2017,11,13,Cameroon,Sub-Saharan Africa,Bamenda,5.955967,10.151583,Bombing/Explosion,0.0,0.0,Supermarket,Ambazonia Defense Forces (ADF),Business,Explosives,0.0
2017,11,13,Cameroon,Sub-Saharan Africa,Bamenda,5.955967,10.151583,Bombing/Explosion,0.0,0.0,Unknown,Ambazonia Defense Forces (ADF),Unknown,Explosives,0.0
2017,11,13,Cameroon,Sub-Saharan Africa,Bamenda,5.955967,10.151583,Bombing/Explosion,0.0,0.0,Unknown,Ambazonia Defense Forces (ADF),Unknown,Explosives,0.0
2017,11,13,Nigeria,Sub-Saharan Africa,Awka,6.2110959999999995,7.071292999999999,Bombing/Explosion,0.0,0.0,Office,Unknown,Government (General),Explosives,0.0
2017,11,13,United States,North America,Vale,35.630842,-81.43925,Facility/Infrastructure Attack,0.0,0.0,Church,Pro-LGBT Rights extremists,Religious Figures/Institutions,Incendiary,0.0
2017,11,13,India,South Asia,Chitrokonda,18.109277,82.108809,Bombing/Explosion,0.0,2.0,Officers,Maoists,Police,Explosives,2.0
2017,11,14,Nigeria,Sub-Saharan Africa,Ovia South-West district,6.455605,5.303386,Armed Assault,1.0,3.0,Patrol,Unknown,Police,Firearms,4.0
2017,11,13,Nigeria,Sub-Saharan Africa,Wereng,9.548943,8.780503,Armed Assault,2.0,0.0,"Civilians: Christopher Dung, Bulus Dantoro",Fulani extremists,Private Citizens & Property,Firearms,2.0
2017,11,13,Nigeria,Sub-Saharan Africa,Dikwa district,12.034172,13.896657000000001,Bombing/Explosion,3.0,0.0,Internally Displaced Persons (IDPs) Camp,Boko Haram,Private Citizens & Property,Explosives,3.0
2017,11,13,Syria,Middle East & North Africa,Deir ez-Zor,35.283155,40.170828,Bombing/Explosion,18.0,,Deir ez-Zor Military Airport,Islamic State of Iraq and the Levant (ISIL),Military,Explosives,
2017,11,13,Cameroon,Sub-Saharan Africa,Unknown,,,Hostage Taking (Kidnapping),0.0,1.0,Civilians,Unknown,Private Citizens & Property,Firearms,1.0
2017,11,13,Philippines,Southeast Asia,Tupi district,6.33,124.95,Unknown,1.0,0.0,Soldiers,New People's Army (NPA),Military,Unknown,1.0
2017,11,13,Pakistan,South Asia,Nushki,29.552311,66.02050799999999,Bombing/Explosion,0.0,0.0,Station,Unknown,Police,Explosives,0.0
2017,11,14,Iraq,Middle East & North Africa,Daquq,35.137009,44.44664,Bombing/Explosion,0.0,0.0,Residence of Member,Islamic State of Iraq and the Levant (ISIL),Government (General),Explosives,0.0
2017,11,14,Iraq,Middle East & North Africa,Bawi,33.105896,44.564686,Bombing/Explosion,0.0,3.0,Marketplace,Unknown,Private Citizens & Property,Explosives,3.0
2017,11,14,Iraq,Middle East & North Africa,Rawah,34.477619,41.920773,Bombing/Explosion,0.0,0.0,Unknown,Unknown,Unknown,Explosives,0.0
2017,11,12,Afghanistan,South Asia,Wam,33.819736999999996,69.642608,Bombing/Explosion,5.0,3.0,Officer,Unknown,Police,Explosives,8.0
2017,11,14,Philippines,Southeast Asia,Agdum,10.718053,122.20156399999999,Facility/Infrastructure Attack,0.0,0.0,Dump Trucks,New People's Army (NPA),Business,Firearms,0.0
2017,11,14,Philippines,Southeast Asia,Cuyago,9.34528,125.55290500000001,Facility/Infrastructure Attack,0.0,0.0,10-wheeler Cigarette Truck,New People's Army (NPA),Business,Incendiary,0.0
2017,11,14,Philippines,Southeast Asia,Santiago district,9.241662,125.631419,Armed Assault,0.0,0.0,Convoy,New People's Army (NPA),Military,Firearms,0.0
2017,11,14,Yemen,Middle East & North Africa,Shaykh Uthman,12.867085000000001,44.981911,Bombing/Explosion,11.0,18.0,Camp,Adan-Abyan Province of the Islamic State,Terrorists/Non-State Militia,Explosives,29.0
2017,11,14,Philippines,Southeast Asia,Little Baguio,9.418650999999999,125.62068899999998,Unknown,0.0,0.0,Base,New People's Army (NPA),Police,Unknown,0.0
2017,11,14,Philippines,Southeast Asia,Mahagsay,8.544784,125.44406200000002,Armed Assault,1.0,0.0,26th Infantry Battalion,New People's Army (NPA),Military,Firearms,1.0
2017,11,14,Philippines,Southeast Asia,Kalimayahan,6.063022,121.102294,Hostage Taking (Kidnapping),0.0,0.0,"Civilians: Jessy Trinidad; Nene Trinidad; Aloh Trinidad,",Abu Sayyaf Group (ASG),Private Citizens & Property,Firearms,0.0
2017,11,14,Afghanistan,South Asia,Charikar,35.018158,69.168991,Assassination,1.0,1.0,Vehicle of Provincial Educator Director: Atta Mohammad Matin,Unknown,Government (General),Explosives,2.0
2017,11,14,Afghanistan,South Asia,Kabul,34.516895,69.14701099999999,Bombing/Explosion,0.0,0.0,Residential Area,Unknown,Private Citizens & Property,Explosives,0.0
2017,11,14,Afghanistan,South Asia,Kabul,34.516895,69.14701099999999,Bombing/Explosion,0.0,0.0,Shrine,Unknown,Religious Figures/Institutions,Explosives,0.0
2017,11,14,Nepal,South Asia,Arjam,28.332606,83.571173,Assassination,0.0,0.0,Vehicle of Candidates,Unknown,Violent Political Party,Explosives,0.0
2017,11,15,Afghanistan,South Asia,Afghan Mazar,37.081327,68.329101,Bombing/Explosion,8.0,15.0,Joint Checkpost,Taliban,Police,Explosives,23.0
2017,11,14,Afghanistan,South Asia,Hazar Bagh,37.016636,69.366636,Assassination,1.0,1.0,House of Commander: Mohammad Aman,Taliban,Police,Firearms,2.0
2017,11,14,Pakistan,South Asia,Karachi,24.891115,67.143311,Armed Assault,0.0,1.0,Owais Ahmed,Unknown,Military,Firearms,1.0
2017,11,14,India,South Asia,Chitrokonda,18.111514,82.109211,Bombing/Explosion,0.0,0.0,Slurry Pipeline,Maoists,Business,Explosives,0.0
2017,11,14,Nepal,South Asia,Pikhu Khola,27.189104999999998,87.022444,Assassination,0.0,1.0,Vehicle of candidate Sher Dhan Rai,Communist Party of Nepal - Maoist (CPN-Maoist-Chand),Violent Political Party,Explosives,1.0
2017,11,14,Somalia,Sub-Saharan Africa,Garas Balley,2.077409,45.248965999999996,Bombing/Explosion,2.0,,Convoy,Al-Shabaab,Military,Explosives,
2017,11,14,Indonesia,Southeast Asia,Tembagapura,-4.333183999999999,136.999194,Armed Assault,0.0,1.0,Patrol Car,Unknown,Business,Firearms,1.0
2017,11,14,Syria,Middle East & North Africa,Harasta,33.561504,36.368763,Bombing/Explosion,61.0,,Base,Ahrar al-Sham,Military,Explosives,
2017,11,15,Democratic Republic of the Congo,Sub-Saharan Africa,Butembo,0.149974,29.283345,Unknown,3.0,0.0,Butembo Central Prison,Mayi Mayi,Police,Unknown,3.0
2017,11,15,Iraq,Middle East & North Africa,Al-Arab,30.280886,47.614256,Bombing/Explosion,0.0,0.0,Vehicle,Unknown,Private Citizens & Property,Explosives,0.0
2017,11,15,Iraq,Middle East & North Africa,Arej,36.194444,43.208889,Armed Assault,2.0,0.0,Soldier,Islamic State of Iraq and the Levant (ISIL),Military,Firearms,2.0
2017,11,15,Iraq,Middle East & North Africa,Nahrawan,33.375759,44.702866,Bombing/Explosion,1.0,5.0,Shops,Unknown,Business,Explosives,6.0
2017,11,15,Iraq,Middle East & North Africa,Daquq,35.137009,44.44664,Bombing/Explosion,0.0,0.0,Residence of Kurdish Nationalist,Unknown,Private Citizens & Property,Explosives,0.0
2017,11,15,Iraq,Middle East & North Africa,Sarsank,37.045289000000004,43.340346000000004,Armed Assault,1.0,2.0,Vehicle,Kurdistan Workers' Party (PKK),Military,Firearms,3.0
2017,11,15,Iraq,Middle East & North Africa,Albu Eissa,34.039066,44.179702,Unknown,0.0,0.0,Checkpoints,Islamic State of Iraq and the Levant (ISIL),Military,Unknown,0.0
2017,11,15,Iraq,Middle East & North Africa,Taji,33.540672,44.251265999999994,Bombing/Explosion,1.0,2.0,Market,Unknown,Private Citizens & Property,Explosives,3.0
2017,11,15,Iraq,Middle East & North Africa,Jazeera,34.416145,41.960352,Unknown,0.0,0.0,Town,Islamic State of Iraq and the Levant (ISIL),Private Citizens & Property,Unknown,0.0
2017,11,15,Philippines,Southeast Asia,Matagangtang,11.935426,123.951802,Armed Assault,1.0,0.0,Jail Officer: Allan Alburo,New People's Army (NPA),Police,Firearms,1.0
2017,11,15,Pakistan,South Asia,Buleda,26.310764000000002,63.153521999999995,Hostage Taking (Kidnapping),20.0,0.0,Laborers,Baloch Liberation Front (BLF),Private Citizens & Property,Firearms,20.0
2017,11,15,Pakistan,South Asia,Quetta,30.200819,66.994354,Assassination,4.0,1.0,Superintendent Muhammad Ilyas,Tehrik-i-Taliban Pakistan (TTP),Police,Firearms,5.0
2017,11,15,Uganda,Sub-Saharan Africa,Lwanyonyi,0.360271,32.787281,Bombing/Explosion,0.0,0.0,Oil Station,Unknown,Business,Explosives,0.0
2017,11,15,Nigeria,Sub-Saharan Africa,Muna Gari,11.53955,13.155654,Bombing/Explosion,5.0,7.0,Prayer Gathering,Boko Haram,Private Citizens & Property,Explosives,12.0
2017,11,15,Nigeria,Sub-Saharan Africa,Muna Gari,11.53955,13.155654,Bombing/Explosion,5.0,7.0,House,Boko Haram,Private Citizens & Property,Explosives,12.0
2017,11,15,Nigeria,Sub-Saharan Africa,Muna Gari,11.53955,13.155654,Bombing/Explosion,5.0,7.0,Civilians,Boko Haram,Private Citizens & Property,Explosives,12.0
2017,11,15,Nigeria,Sub-Saharan Africa,Muna Gari,11.577275,13.387003,Bombing/Explosion,5.0,6.0,Civilians,Boko Haram,Private Citizens & Property,Explosives,11.0
2017,11,15,Nigeria,Sub-Saharan Africa,Sabon Gari,10.806272,13.536654,Armed Assault,1.0,0.0,Village,Boko Haram,Private Citizens & Property,Firearms,1.0
2017,11,15,Nigeria,Sub-Saharan Africa,Kafin Hausa,10.799222,13.533598999999999,Armed Assault,1.0,0.0,Village,Boko Haram,Private Citizens & Property,Firearms,1.0
2017,11,15,India,South Asia,Chamol,24.317524,94.15690500000001,Bombing/Explosion,2.0,5.0,"Members: Jai Prakash Oran, Gome Pun",People's Liberation Army (India),Military,Explosives,7.0
2017,11,15,Indonesia,Southeast Asia,Mimika district,-4.457827,137.122554,Armed Assault,1.0,1.0,Patrol,Free Papua Movement (OPM-Organisasi Papua Merdeka),Police,Firearms,2.0
2017,11,15,Nigeria,Sub-Saharan Africa,Obosi,6.117057,6.833338,Assassination,1.0,0.0,Cameraman: Ikechukwu Onubogu,Unknown,Journalists & Media,Firearms,1.0
2017,11,15,Chad,Sub-Saharan Africa,Koulbous,14.361764,22.439878,Armed Assault,1.0,1.0,Marketplace,Unknown,Private Citizens & Property,Firearms,2.0
2017,11,15,Philippines,Southeast Asia,Pedagan,8.225147,123.42994399999999,Armed Assault,1.0,0.0,Militiaman: Jessie dela Cruz Octan,Unknown,Military,Firearms,1.0
2017,11,15,Myanmar,Southeast Asia,Pharpyaw,20.340291,93.06881899999999,Bombing/Explosion,0.0,0.0,Vehicles,Unknown,Military,Explosives,0.0
2017,11,15,Myanmar,Southeast Asia,Vethali,19.971497,93.86457800000001,Bombing/Explosion,0.0,1.0,Vehicles,Unknown,Military,Explosives,1.0
2017,11,15,Philippines,Southeast Asia,Iligan City,8.226319,124.25596100000001,Assassination,0.0,1.0,Chairperson: Azuhry Dipatuan,Unknown,Government (General),Firearms,1.0
2017,11,16,Afghanistan,South Asia,Kabul,34.516895,69.14701099999999,Bombing/Explosion,15.0,18.0,Checkpoint,Khorasan Chapter of the Islamic State,Police,Explosives,33.0
2017,11,16,India,South Asia,Budha Pahad,23.691995000000002,84.373245,Bombing/Explosion,0.0,7.0,Personnel,Communist Party of India - Maoist (CPI-Maoist),Police,Explosives,7.0
2017,11,16,Iraq,Middle East & North Africa,Subayhat,33.365790999999994,43.95932,Bombing/Explosion,0.0,4.0,Produce Kiosk,Unknown,Business,Explosives,4.0
2017,11,16,Iraq,Middle East & North Africa,Mosul,36.354145,43.143570000000004,Armed Assault,1.0,0.0,Lieutenant General,Unknown,Police,Firearms,1.0
2017,11,16,Iraq,Middle East & North Africa,Tall Safouk,36.060707,41.260052,Unknown,7.0,0.0,Soldiers,Islamic State of Iraq and the Levant (ISIL),Military,Unknown,7.0
2017,11,16,Colombia,South America,Media Naranja,3.15078,-76.2237,Armed Assault,0.0,1.0,Soldier: Corporal Edwin Salad Martinez,Revolutionary Armed Forces of Colombia (FARC) dissidents,Military,Firearms,1.0
2017,11,16,Somalia,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,Bombing/Explosion,0.0,0.0,Base,Al-Shabaab,Military,Explosives,0.0
2017,11,16,Somalia,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,Bombing/Explosion,0.0,0.0,District Headquarters,Al-Shabaab,Government (General),Explosives,0.0
2017,11,16,Somalia,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,Bombing/Explosion,0.0,0.0,District,Unknown,Private Citizens & Property,Explosives,0.0
2017,11,16,Mali,Sub-Saharan Africa,Niono,14.226116000000001,-5.975327,Hostage Taking (Kidnapping),,,Court Judge: Soungalo Kone,Jamaat Nusrat al-Islam wal Muslimin (JNIM),Government (General),Firearms,
2017,11,17,Libya,Middle East & North Africa,Sabha,27.022866999999998,14.441218,Hostage Taking (Kidnapping),0.0,0.0,Doctor: Dr. Salem al-Salhab,Unknown,Private Citizens & Property,Unknown,0.0
2017,11,16,India,South Asia,Koothuparamba,11.842611,75.569762,Bombing/Explosion,0.0,0.0,Unknown,Unknown,Unknown,Explosives,0.0
2017,11,16,Nepal,South Asia,Hatiya,28.198159000000004,83.43857,Bombing/Explosion,0.0,0.0,Rally,Unknown,Violent Political Party,Explosives,0.0
2017,11,16,Nepal,South Asia,Jaulipokhari,28.196107,82.59948,Assassination,0.0,0.0,State Minister for Irrigation: Amar Singh Pun,Communist Party of Nepal - Maoist (CPN-Maoist-Chand),Government (General),Explosives,0.0
2017,11,16,India,South Asia,Tigri,31.553153000000002,75.457605,Assassination,3.0,1.0,Vehicle of Leader: Shiv Kumar,Unknown,Violent Political Party,Firearms,4.0
2017,11,16,Yemen,Middle East & North Africa,Usaylan district,15.187829,46.032674,Unknown,4.0,0.0,Members,Houthi extremists (Ansar Allah),Terrorists/Non-State Militia,Unknown,4.0
2017,11,16,Ireland,Western Europe,Kilmeany,52.810263,-6.897933999999999,Bombing/Explosion,0.0,0.0,Unknown,Unknown,Unknown,Explosives,0.0
2017,11,16,India,South Asia,Gossaigaon,26.440901,89.977407,Armed Assault,0.0,1.0,Civilian: Rashna Basumatary,Unknown,Private Citizens & Property,Firearms,1.0
2017,11,16,Libya,Middle East & North Africa,Derna,32.760422,22.635265,Bombing/Explosion,2.0,0.0,Patrol,Unknown,Military,Explosives,2.0
2017,11,16,Syria,Middle East & North Africa,Mayadin,35.015778000000005,40.455212,Bombing/Explosion,1.0,0.0,Members,Unknown,Terrorists/Non-State Militia,Explosives,1.0
2017,11,16,Syria,Middle East & North Africa,Unknown,35.336,40.145,Armed Assault,,,Members,Unknown,Terrorists/Non-State Militia,Firearms,
2017,11,16,Malaysia,Southeast Asia,Kuala Lumpur,3.138943,101.691315,Armed Assault,0.0,0.0,Buddhist Monks,Jihadi-inspired extremists,Religious Figures/Institutions,Melee,0.0
